* Measurement data measured by REW V5.20.4
* Source: Umik-1  Gain: 12dB  , MICROPHONE, L, volume: 1.000. Timing signal peak level -25.4 dBFS, measurement signal peak level -18.2 dBFS
* Format: 256k Log Swept Sine, 1 sweep at -10.0 dBFS using an acoustic timing reference
* Dated: Jan 1, 2022 4:20:23 PM
* REW Settings:
*  C-weighting compensation: Off
*  Target level: 75.0 dB
* Note: ; Delay -0.0677 ms (-23 mm, -0.91 in) using estimated IR delay relative to Acoustic reference on  L with no timing offset
* Measurement: off axis
* Smoothing: 1/6 octave
* Frequency Step: 0.36621097 Hz
* Start Frequency: 50.1709 Hz
*
* Freq(Hz), SPL(dB), Phase(degrees)
4891.479886, 75.453, 141.7715
4891.846097, 75.452, 140.3242
4892.212308, 75.451, 138.8789
4892.578519, 75.450, 137.4316
4892.944730, 75.449, 135.9863
4893.310941, 75.448, 134.5410
4893.677152, 75.448, 133.0957
4894.043363, 75.447, 131.6504
4894.409574, 75.446, 130.2070
4894.775785, 75.445, 128.7617
4895.141996, 75.444, 127.3164
4895.508207, 75.443, 125.8750
4895.874418, 75.442, 124.4316
4896.240629, 75.441, 122.9883
4896.606840, 75.441, 121.5449
4896.973051, 75.440, 120.1016
4897.339262, 75.439, 118.6582
4897.705473, 75.438, 117.2148
4898.071684, 75.437, 115.7734
4898.437895, 75.436, 114.3301
4898.804106, 75.435, 112.8887
4899.170316, 75.434, 111.4473
4899.536527, 75.433, 110.0059
4899.902738, 75.432, 108.5645
4900.268949, 75.431, 107.1250
4900.635160, 75.431, 105.6836
4901.001371, 75.430, 104.2422
4901.367582, 75.429, 102.8027
4901.733793, 75.428, 101.3633
4902.100004, 75.427, 99.9238
4902.466215, 75.426, 98.4844
4902.832426, 75.425, 97.0449
4903.198637, 75.424, 95.6074
4903.564848, 75.423, 94.1680
4903.931059, 75.422, 92.7305
4904.297270, 75.421, 91.2910
4904.663481, 75.420, 89.8535
4905.029692, 75.419, 88.4160
4905.395903, 75.418, 86.9805
4905.762114, 75.417, 85.5430
4906.128325, 75.416, 84.1055
4906.494536, 75.415, 82.6699
4906.860747, 75.414, 81.2344
4907.226958, 75.414, 79.7988
4907.593169, 75.413, 78.3633
4907.959380, 75.412, 76.9277
4908.325591, 75.411, 75.4922
4908.691802, 75.410, 74.0586
4909.058013, 75.409, 72.6250
4909.424224, 75.408, 71.1895
4909.790435, 75.407, 69.7559
4910.156646, 75.406, 68.3223
4910.522856, 75.405, 66.8906
4910.889067, 75.404, 65.4570
4911.255278, 75.403, 64.0254
4911.621489, 75.402, 62.5918
4911.987700, 75.401, 61.1602
4912.353911, 75.400, 59.7285
4912.720122, 75.399, 58.2969
4913.086333, 75.398, 56.8672
4913.452544, 75.397, 55.4355
4913.818755, 75.396, 54.0059
4914.184966, 75.395, 52.5762
4914.551177, 75.394, 51.1465
4914.917388, 75.393, 49.7168
4915.283599, 75.392, 48.2871
4915.649810, 75.390, 46.8574
4916.016021, 75.389, 45.4297
4916.382232, 75.388, 44.0020
4916.748443, 75.387, 42.5742
4917.114654, 75.386, 41.1465
4917.480865, 75.385, 39.7188
4917.847076, 75.384, 38.2910
4918.213287, 75.383, 36.8652
4918.579498, 75.382, 35.4395
4918.945709, 75.381, 34.0137
4919.311920, 75.380, 32.5879
4919.678131, 75.379, 31.1621
4920.044342, 75.378, 29.7363
4920.410553, 75.377, 28.3125
4920.776764, 75.376, 26.8887
4921.142975, 75.375, 25.4629
4921.509185, 75.374, 24.0410
4921.875396, 75.372, 22.6172
4922.241607, 75.371, 21.1934
4922.607818, 75.370, 19.7715
4922.974029, 75.369, 18.3496
4923.340240, 75.368, 16.9258
4923.706451, 75.367, 15.5059
4924.072662, 75.366, 14.0840
4924.438873, 75.365, 12.6621
4924.805084, 75.364, 11.2422
4925.171295, 75.363, 9.8223
4925.537506, 75.362, 8.4023
4925.903717, 75.360, 6.9824
4926.269928, 75.359, 5.5625
4926.636139, 75.358, 4.1426
4927.002350, 75.357, 2.7246
4927.368561, 75.356, 1.3066
4927.734772, 75.355, -0.1113
4928.100983, 75.354, -1.5293
4928.467194, 75.353, -2.9453
4928.833405, 75.351, -4.3633
4929.199616, 75.350, -5.7793
4929.565827, 75.349, -7.1953
4929.932038, 75.348, -8.6113
4930.298249, 75.347, -10.0273
4930.664460, 75.346, -11.4414
4931.030671, 75.344, -12.8574
4931.396882, 75.343, -14.2715
4931.763093, 75.342, -15.6855
4932.129304, 75.341, -17.0996
4932.495515, 75.340, -18.5137
4932.861725, 75.339, -19.9258
4933.227936, 75.337, -21.3379
4933.594147, 75.336, -22.7500
4933.960358, 75.335, -24.1621
4934.326569, 75.334, -25.5742
4934.692780, 75.333, -26.9863
4935.058991, 75.332, -28.3965
4935.425202, 75.330, -29.8066
4935.791413, 75.329, -31.2168
4936.157624, 75.328, -32.6270
4936.523835, 75.327, -34.0352
4936.890046, 75.326, -35.4453
4937.256257, 75.324, -36.8535
4937.622468, 75.323, -38.2617
4937.988679, 75.322, -39.6699
4938.354890, 75.321, -41.0781
4938.721101, 75.320, -42.4844
4939.087312, 75.318, -43.8906
4939.453523, 75.317, -45.2988
4939.819734, 75.316, -46.7051
4940.185945, 75.315, -48.1094
4940.552156, 75.313, -49.5156
4940.918367, 75.312, -50.9199
4941.284578, 75.311, -52.3242
4941.650789, 75.310, -53.7285
4942.017000, 75.308, -55.1328
4942.383211, 75.307, -56.5371
4942.749422, 75.306, -57.9395
4943.115633, 75.305, -59.3418
4943.481844, 75.303, -60.7441
4943.848054, 75.302, -62.1465
4944.214265, 75.301, -63.5469
4944.580476, 75.300, -64.9492
4944.946687, 75.298, -66.3496
4945.312898, 75.297, -67.7500
4945.679109, 75.296, -69.1504
4946.045320, 75.295, -70.5508
4946.411531, 75.293, -71.9492
4946.777742, 75.292, -73.3477
4947.143953, 75.291, -74.7461
4947.510164, 75.289, -76.1445
4947.876375, 75.288, -77.5430
4948.242586, 75.287, -78.9395
4948.608797, 75.285, -80.3379
4948.975008, 75.284, -81.7344
4949.341219, 75.283, -83.1289
4949.707430, 75.282, -84.5254
4950.073641, 75.280, -85.9219
4950.439852, 75.279, -87.3164
4950.806063, 75.278, -88.7109
4951.172274, 75.276, -90.1055
4951.538485, 75.275, -91.4980
4951.904696, 75.274, -92.8926
4952.270907, 75.272, -94.2852
4952.637118, 75.271, -95.6777
4953.003329, 75.270, -97.0703
4953.369540, 75.268, -98.4629
4953.735751, 75.267, -99.8535
4954.101962, 75.266, -101.2461
4954.468173, 75.264, -102.6367
4954.834384, 75.263, -104.0273
4955.200594, 75.262, -105.4160
4955.566805, 75.260, -106.8066
4955.933016, 75.259, -108.1953
4956.299227, 75.257, -109.5840
4956.665438, 75.256, -110.9727
4957.031649, 75.255, -112.3613
4957.397860, 75.253, -113.7480
4957.764071, 75.252, -115.1348
4958.130282, 75.251, -116.5215
4958.496493, 75.249, -117.9082
4958.862704, 75.248, -119.2949
4959.228915, 75.246, -120.6797
4959.595126, 75.245, -122.0664
4959.961337, 75.244, -123.4512
4960.327548, 75.242, -124.8359
4960.693759, 75.241, -126.2188
4961.059970, 75.239, -127.6035
4961.426181, 75.238, -128.9863
4961.792392, 75.237, -130.3691
4962.158603, 75.235, -131.7520
4962.524814, 75.234, -133.1328
4962.891025, 75.232, -134.5156
4963.257236, 75.231, -135.8965
4963.623447, 75.230, -137.2773
4963.989658, 75.228, -138.6582
4964.355869, 75.227, -140.0371
4964.722080, 75.225, -141.4180
4965.088291, 75.224, -142.7969
4965.454502, 75.222, -144.1758
4965.820713, 75.221, -145.5547
4966.186924, 75.220, -146.9316
4966.553134, 75.218, -148.3105
4966.919345, 75.217, -149.6875
4967.285556, 75.215, -151.0645
4967.651767, 75.214, -152.4414
4968.017978, 75.212, -153.8164
4968.384189, 75.211, -155.1934
4968.750400, 75.209, -156.5684
4969.116611, 75.208, -157.9434
4969.482822, 75.206, -159.3184
4969.849033, 75.205, -160.6914
4970.215244, 75.204, -162.0664
4970.581455, 75.202, -163.4395
4970.947666, 75.201, -164.8125
4971.313877, 75.199, -166.1836
4971.680088, 75.198, -167.5566
4972.046299, 75.196, -168.9277
4972.412510, 75.195, -170.2988
4972.778721, 75.193, -171.6699
4973.144932, 75.192, -173.0410
4973.511143, 75.190, -174.4102
4973.877354, 75.189, -175.7812
4974.243565, 75.187, -177.1504
4974.609776, 75.186, -178.5195
4974.975987, 75.184, -179.8867
4975.342198, 75.183, 178.7441
4975.708409, 75.181, 177.3770
4976.074620, 75.180, 176.0098
4976.440831, 75.178, 174.6426
4976.807042, 75.177, 173.2754
4977.173253, 75.175, 171.9102
4977.539463, 75.173, 170.5449
4977.905674, 75.172, 169.1777
4978.271885, 75.170, 167.8145
4978.638096, 75.169, 166.4492
4979.004307, 75.167, 165.0859
4979.370518, 75.166, 163.7207
4979.736729, 75.164, 162.3574
4980.102940, 75.163, 160.9941
4980.469151, 75.161, 159.6328
4980.835362, 75.160, 158.2695
4981.201573, 75.158, 156.9082
4981.567784, 75.156, 155.5469
4981.933995, 75.155, 154.1855
4982.300206, 75.153, 152.8262
4982.666417, 75.152, 151.4648
4983.032628, 75.150, 150.1055
4983.398839, 75.149, 148.7461
4983.765050, 75.147, 147.3867
4984.131261, 75.146, 146.0293
4984.497472, 75.144, 144.6699
4984.863683, 75.142, 143.3125
4985.229894, 75.141, 141.9551
4985.596105, 75.139, 140.5996
4985.962316, 75.138, 139.2422
4986.328527, 75.136, 137.8867
4986.694738, 75.134, 136.5293
4987.060949, 75.133, 135.1738
4987.427160, 75.131, 133.8203
4987.793371, 75.130, 132.4648
4988.159582, 75.128, 131.1113
4988.525793, 75.126, 129.7578
4988.892003, 75.125, 128.4043
4989.258214, 75.123, 127.0508
4989.624425, 75.122, 125.6973
4989.990636, 75.120, 124.3457
4990.356847, 75.118, 122.9941
4990.723058, 75.117, 121.6426
4991.089269, 75.115, 120.2910
4991.455480, 75.113, 118.9414
4991.821691, 75.112, 117.5898
4992.187902, 75.110, 116.2402
4992.554113, 75.109, 114.8906
4992.920324, 75.107, 113.5410
4993.286535, 75.105, 112.1934
4993.652746, 75.104, 110.8457
4994.018957, 75.102, 109.4961
4994.385168, 75.100, 108.1504
4994.751379, 75.099, 106.8027
4995.117590, 75.097, 105.4551
4995.483801, 75.095, 104.1094
4995.850012, 75.094, 102.7637
4996.216223, 75.092, 101.4180
4996.582434, 75.090, 100.0723
4996.948645, 75.089, 98.7266
4997.314856, 75.087, 97.3828
4997.681067, 75.085, 96.0391
4998.047278, 75.084, 94.6953
4998.413489, 75.082, 93.3516
4998.779700, 75.080, 92.0098
4999.145911, 75.079, 90.6660
4999.512122, 75.077, 89.3242
4999.878332, 75.075, 87.9824
5000.244543, 75.074, 86.6406
5000.610754, 75.072, 85.3008
5000.976965, 75.070, 83.9590
5001.343176, 75.069, 82.6191
5001.709387, 75.067, 81.2793
5002.075598, 75.065, 79.9395
5002.441809, 75.064, 78.6016
5002.808020, 75.062, 77.2617
5003.174231, 75.060, 75.9238
5003.540442, 75.058, 74.5859
5003.906653, 75.057, 73.2480
5004.272864, 75.055, 71.9121
5004.639075, 75.053, 70.5742
5005.005286, 75.052, 69.2383
5005.371497, 75.050, 67.9023
5005.737708, 75.048, 66.5664
5006.103919, 75.046, 65.2305
5006.470130, 75.045, 63.8965
5006.836341, 75.043, 62.5625
5007.202552, 75.041, 61.2266
5007.568763, 75.040, 59.8945
5007.934974, 75.038, 58.5605
5008.301185, 75.036, 57.2266
5008.667396, 75.034, 55.8945
5009.033607, 75.033, 54.5625
5009.399818, 75.031, 53.2305
5009.766029, 75.029, 51.8984
5010.132240, 75.027, 50.5684
5010.498451, 75.026, 49.2363
5010.864662, 75.024, 47.9062
5011.230872, 75.022, 46.5762
5011.597083, 75.020, 45.2461
5011.963294, 75.019, 43.9180
5012.329505, 75.017, 42.5879
5012.695716, 75.015, 41.2598
5013.061927, 75.013, 39.9316
5013.428138, 75.012, 38.6035
5013.794349, 75.010, 37.2754
5014.160560, 75.008, 35.9492
5014.526771, 75.006, 34.6211
5014.892982, 75.005, 33.2949
5015.259193, 75.003, 31.9688
5015.625404, 75.001, 30.6445
5015.991615, 74.999, 29.3184
5016.357826, 74.997, 27.9941
5016.724037, 74.996, 26.6680
5017.090248, 74.994, 25.3438
5017.456459, 74.992, 24.0215
5017.822670, 74.990, 22.6973
5018.188881, 74.989, 21.3730
5018.555092, 74.987, 20.0508
5018.921303, 74.985, 18.7285
5019.287514, 74.983, 17.4062
5019.653725, 74.981, 16.0840
5020.019936, 74.980, 14.7637
5020.386147, 74.978, 13.4414
5020.752358, 74.976, 12.1211
5021.118569, 74.974, 10.8008
5021.484780, 74.972, 9.4805
5021.850991, 74.971, 8.1621
5022.217202, 74.969, 6.8418
5022.583412, 74.967, 5.5234
5022.949623, 74.965, 4.2051
5023.315834, 74.963, 2.8867
5023.682045, 74.962, 1.5684
5024.048256, 74.960, 0.2500
5024.414467, 74.958, -1.0664
5024.780678, 74.956, -2.3828
5025.146889, 74.954, -3.6992
5025.513100, 74.953, -5.0156
5025.879311, 74.951, -6.3320
5026.245522, 74.949, -7.6465
5026.611733, 74.947, -8.9629
5026.977944, 74.945, -10.2773
5027.344155, 74.943, -11.5918
5027.710366, 74.942, -12.9062
5028.076577, 74.940, -14.2188
5028.442788, 74.938, -15.5332
5028.808999, 74.936, -16.8457
5029.175210, 74.934, -18.1582
5029.541421, 74.932, -19.4707
5029.907632, 74.931, -20.7832
5030.273843, 74.929, -22.0957
5030.640054, 74.927, -23.4062
5031.006265, 74.925, -24.7168
5031.372476, 74.923, -26.0293
5031.738687, 74.921, -27.3398
5032.104898, 74.920, -28.6484
5032.471109, 74.918, -29.9590
5032.837320, 74.916, -31.2676
5033.203531, 74.914, -32.5781
5033.569741, 74.912, -33.8867
5033.935952, 74.910, -35.1953
5034.302163, 74.908, -36.5020
5034.668374, 74.907, -37.8105
5035.034585, 74.905, -39.1172
5035.400796, 74.903, -40.4258
5035.767007, 74.901, -41.7324
5036.133218, 74.899, -43.0391
5036.499429, 74.897, -44.3438
5036.865640, 74.895, -45.6504
5037.231851, 74.894, -46.9551
5037.598062, 74.892, -48.2617
5037.964273, 74.890, -49.5664
5038.330484, 74.888, -50.8711
5038.696695, 74.886, -52.1758
5039.062906, 74.884, -53.4785
5039.429117, 74.882, -54.7832
5039.795328, 74.881, -56.0859
5040.161539, 74.879, -57.3887
5040.527750, 74.877, -58.6914
5040.893961, 74.875, -59.9941
5041.260172, 74.873, -61.2949
5041.626383, 74.871, -62.5977
5041.992594, 74.869, -63.8984
5042.358805, 74.867, -65.1992
5042.725016, 74.865, -66.5000
5043.091227, 74.864, -67.8008
5043.457438, 74.862, -69.1016
5043.823649, 74.860, -70.4023
5044.189860, 74.858, -71.7012
5044.556071, 74.856, -73.0000
5044.922281, 74.854, -74.2988
5045.288492, 74.852, -75.5977
5045.654703, 74.850, -76.8965
5046.020914, 74.849, -78.1953
5046.387125, 74.847, -79.4922
5046.753336, 74.845, -80.7891
5047.119547, 74.843, -82.0859
5047.485758, 74.841, -83.3828
5047.851969, 74.839, -84.6797
5048.218180, 74.837, -85.9766
5048.584391, 74.835, -87.2715
5048.950602, 74.833, -88.5684
5049.316813, 74.831, -89.8633
5049.683024, 74.830, -91.1582
5050.049235, 74.828, -92.4531
5050.415446, 74.826, -93.7480
5050.781657, 74.824, -95.0430
5051.147868, 74.822, -96.3359
5051.514079, 74.820, -97.6289
5051.880290, 74.818, -98.9238
5052.246501, 74.816, -100.2168
5052.612712, 74.814, -101.5078
5052.978923, 74.812, -102.8008
5053.345134, 74.811, -104.0938
5053.711345, 74.809, -105.3848
5054.077556, 74.807, -106.6777
5054.443767, 74.805, -107.9688
5054.809978, 74.803, -109.2598
5055.176189, 74.801, -110.5508
5055.542400, 74.799, -111.8398
5055.908610, 74.797, -113.1309
5056.274821, 74.795, -114.4199
5056.641032, 74.793, -115.7109
5057.007243, 74.791, -117.0000
5057.373454, 74.789, -118.2891
5057.739665, 74.788, -119.5781
5058.105876, 74.786, -120.8672
5058.472087, 74.784, -122.1543
5058.838298, 74.782, -123.4434
5059.204509, 74.780, -124.7305
5059.570720, 74.778, -126.0176
5059.936931, 74.776, -127.3047
5060.303142, 74.774, -128.5918
5060.669353, 74.772, -129.8789
5061.035564, 74.770, -131.1641
5061.401775, 74.768, -132.4512
5061.767986, 74.766, -133.7363
5062.134197, 74.765, -135.0234
5062.500408, 74.763, -136.3086
5062.866619, 74.761, -137.5938
5063.232830, 74.759, -138.8770
5063.599041, 74.757, -140.1621
5063.965252, 74.755, -141.4473
5064.331463, 74.753, -142.7305
5064.697674, 74.751, -144.0137
5065.063885, 74.749, -145.2988
5065.430096, 74.747, -146.5820
5065.796307, 74.745, -147.8633
5066.162518, 74.743, -149.1465
5066.528729, 74.741, -150.4297
5066.894940, 74.740, -151.7109
5067.261150, 74.738, -152.9941
5067.627361, 74.736, -154.2754
5067.993572, 74.734, -155.5566
5068.359783, 74.732, -156.8379
5068.725994, 74.730, -158.1191
5069.092205, 74.728, -159.4004
5069.458416, 74.726, -160.6797
5069.824627, 74.724, -161.9609
5070.190838, 74.722, -163.2402
5070.557049, 74.720, -164.5195
5070.923260, 74.718, -165.8008
5071.289471, 74.716, -167.0801
5071.655682, 74.714, -168.3574
5072.021893, 74.713, -169.6367
5072.388104, 74.711, -170.9160
5072.754315, 74.709, -172.1934
5073.120526, 74.707, -173.4727
5073.486737, 74.705, -174.7500
5073.852948, 74.703, -176.0273
5074.219159, 74.701, -177.3047
5074.585370, 74.699, -178.5820
5074.951581, 74.697, -179.8594
5075.317792, 74.695, 178.8652
5075.684003, 74.693, 177.5879
5076.050214, 74.691, 176.3125
5076.416425, 74.689, 175.0352
5076.782636, 74.687, 173.7598
5077.148847, 74.685, 172.4844
5077.515058, 74.684, 171.2090
5077.881269, 74.682, 169.9336
5078.247479, 74.680, 168.6602
5078.613690, 74.678, 167.3848
5078.979901, 74.676, 166.1094
5079.346112, 74.674, 164.8359
5079.712323, 74.672, 163.5625
5080.078534, 74.670, 162.2891
5080.444745, 74.668, 161.0156
5080.810956, 74.666, 159.7422
5081.177167, 74.664, 158.4688
5081.543378, 74.662, 157.1953
5081.909589, 74.660, 155.9219
5082.275800, 74.658, 154.6504
5082.642011, 74.657, 153.3789
5083.008222, 74.655, 152.1055
5083.374433, 74.653, 150.8340
5083.740644, 74.651, 149.5625
5084.106855, 74.649, 148.2910
5084.473066, 74.647, 147.0195
5084.839277, 74.645, 145.7500
5085.205488, 74.643, 144.4785
5085.571699, 74.641, 143.2070
5085.937910, 74.639, 141.9375
5086.304121, 74.637, 140.6680
5086.670332, 74.635, 139.3965
5087.036543, 74.633, 138.1270
5087.402754, 74.632, 136.8574
5087.768965, 74.630, 135.5879
5088.135176, 74.628, 134.3203
5088.501387, 74.626, 133.0508
5088.867598, 74.624, 131.7812
5089.233809, 74.622, 130.5137
5089.600019, 74.620, 129.2441
5089.966230, 74.618, 127.9766
5090.332441, 74.616, 126.7090
5090.698652, 74.614, 125.4414
5091.064863, 74.612, 124.1738
5091.431074, 74.610, 122.9062
5091.797285, 74.608, 121.6387
5092.163496, 74.607, 120.3711
5092.529707, 74.605, 119.1055
5092.895918, 74.603, 117.8379
5093.262129, 74.601, 116.5723
5093.628340, 74.599, 115.3066
5093.994551, 74.597, 114.0391
5094.360762, 74.595, 112.7734
5094.726973, 74.593, 111.5078
5095.093184, 74.591, 110.2422
5095.459395, 74.589, 108.9766
5095.825606, 74.587, 107.7129
5096.191817, 74.585, 106.4473
5096.558028, 74.584, 105.1816
5096.924239, 74.582, 103.9180
5097.290450, 74.580, 102.6523
5097.656661, 74.578, 101.3887
5098.022872, 74.576, 100.1250
5098.389083, 74.574, 98.8613
5098.755294, 74.572, 97.5977
5099.121505, 74.570, 96.3340
5099.487716, 74.568, 95.0703
5099.853927, 74.566, 93.8066
5100.220138, 74.564, 92.5430
5100.586349, 74.563, 91.2812
5100.952559, 74.561, 90.0176
5101.318770, 74.559, 88.7559
5101.684981, 74.557, 87.4922
5102.051192, 74.555, 86.2305
5102.417403, 74.553, 84.9688
5102.783614, 74.551, 83.7070
5103.149825, 74.549, 82.4453
5103.516036, 74.547, 81.1836
5103.882247, 74.545, 79.9219
5104.248458, 74.544, 78.6602
5104.614669, 74.542, 77.3984
5104.980880, 74.540, 76.1387
5105.347091, 74.538, 74.8770
5105.713302, 74.536, 73.6172
5106.079513, 74.534, 72.3555
5106.445724, 74.532, 71.0957
5106.811935, 74.530, 69.8359
5107.178146, 74.528, 68.5762
5107.544357, 74.527, 67.3164
5107.910568, 74.525, 66.0566
5108.276779, 74.523, 64.7969
5108.642990, 74.521, 63.5371
5109.009201, 74.519, 62.2773
5109.375412, 74.517, 61.0176
5109.741623, 74.515, 59.7598
5110.107834, 74.513, 58.5000
5110.474045, 74.511, 57.2422
5110.840256, 74.510, 55.9824
5111.206467, 74.508, 54.7246
5111.572678, 74.506, 53.4668
5111.938888, 74.504, 52.2070
5112.305099, 74.502, 50.9492
5112.671310, 74.500, 49.6914
5113.037521, 74.498, 48.4336
5113.403732, 74.496, 47.1758
5113.769943, 74.495, 45.9180
5114.136154, 74.493, 44.6621
5114.502365, 74.491, 43.4043
5114.868576, 74.489, 42.1465
5115.234787, 74.487, 40.8906
5115.600998, 74.485, 39.6328
5115.967209, 74.483, 38.3770
5116.333420, 74.482, 37.1191
5116.699631, 74.480, 35.8633
5117.065842, 74.478, 34.6074
5117.432053, 74.476, 33.3496
5117.798264, 74.474, 32.0938
5118.164475, 74.472, 30.8379
5118.530686, 74.470, 29.5820
5118.896897, 74.469, 28.3262
5119.263108, 74.467, 27.0703
5119.629319, 74.465, 25.8164
5119.995530, 74.463, 24.5605
5120.361741, 74.461, 23.3047
5120.727952, 74.459, 22.0488
5121.094163, 74.457, 20.7949
5121.460374, 74.456, 19.5391
5121.826585, 74.454, 18.2852
5122.192796, 74.452, 17.0293
5122.559007, 74.450, 15.7754
5122.925218, 74.448, 14.5215
5123.291428, 74.446, 13.2656
5123.657639, 74.445, 12.0117
5124.023850, 74.443, 10.7578
5124.390061, 74.441, 9.5039
5124.756272, 74.439, 8.2500
5125.122483, 74.437, 6.9961
5125.488694, 74.435, 5.7422
5125.854905, 74.434, 4.4883
5126.221116, 74.432, 3.2344
5126.587327, 74.430, 1.9805
5126.953538, 74.428, 0.7285
5127.319749, 74.426, -0.5254
5127.685960, 74.424, -1.7793
5128.052171, 74.423, -3.0312
5128.418382, 74.421, -4.2852
5128.784593, 74.419, -5.5371
5129.150804, 74.417, -6.7910
5129.517015, 74.415, -8.0430
5129.883226, 74.414, -9.2949
5130.249437, 74.412, -10.5488
5130.615648, 74.410, -11.8008
5130.981859, 74.408, -13.0527
5131.348070, 74.406, -14.3047
5131.714281, 74.405, -15.5566
5132.080492, 74.403, -16.8105
5132.446703, 74.401, -18.0625
5132.812914, 74.399, -19.3145
5133.179125, 74.397, -20.5645
5133.545336, 74.396, -21.8164
5133.911547, 74.394, -23.0684
5134.277757, 74.392, -24.3203
5134.643968, 74.390, -25.5723
5135.010179, 74.388, -26.8242
5135.376390, 74.387, -28.0742
5135.742601, 74.385, -29.3262
5136.108812, 74.383, -30.5781
5136.475023, 74.381, -31.8281
5136.841234, 74.380, -33.0801
5137.207445, 74.378, -34.3301
5137.573656, 74.376, -35.5820
5137.939867, 74.374, -36.8320
5138.306078, 74.372, -38.0840
5138.672289, 74.371, -39.3340
5139.038500, 74.369, -40.5840
5139.404711, 74.367, -41.8359
5139.770922, 74.365, -43.0859
5140.137133, 74.364, -44.3359
5140.503344, 74.362, -45.5859
5140.869555, 74.360, -46.8359
5141.235766, 74.358, -48.0879
5141.601977, 74.357, -49.3379
5141.968188, 74.355, -50.5879
5142.334399, 74.353, -51.8379
5142.700610, 74.351, -53.0879
5143.066821, 74.350, -54.3379
5143.433032, 74.348, -55.5879
5143.799243, 74.346, -56.8379
5144.165454, 74.344, -58.0879
5144.531665, 74.343, -59.3379
5144.897876, 74.341, -60.5859
5145.264087, 74.339, -61.8359
5145.630297, 74.337, -63.0859
5145.996508, 74.336, -64.3359
5146.362719, 74.334, -65.5859
5146.728930, 74.332, -66.8340
5147.095141, 74.330, -68.0840
5147.461352, 74.329, -69.3340
5147.827563, 74.327, -70.5820
5148.193774, 74.325, -71.8320
5148.559985, 74.324, -73.0820
5148.926196, 74.322, -74.3301
5149.292407, 74.320, -75.5801
5149.658618, 74.318, -76.8281
5150.024829, 74.317, -78.0781
5150.391040, 74.315, -79.3262
5150.757251, 74.313, -80.5762
5151.123462, 74.312, -81.8242
5151.489673, 74.310, -83.0742
5151.855884, 74.308, -84.3223
5152.222095, 74.306, -85.5723
5152.588306, 74.305, -86.8203
5152.954517, 74.303, -88.0684
5153.320728, 74.301, -89.3184
5153.686939, 74.300, -90.5664
5154.053150, 74.298, -91.8145
5154.419361, 74.296, -93.0645
5154.785572, 74.295, -94.3125
5155.151783, 74.293, -95.5605
5155.517994, 74.291, -96.8105
5155.884205, 74.290, -98.0586
5156.250416, 74.288, -99.3066
5156.616627, 74.286, -100.5547
5156.982837, 74.285, -101.8047
5157.349048, 74.283, -103.0527
5157.715259, 74.281, -104.3008
5158.081470, 74.280, -105.5488
5158.447681, 74.278, -106.7988
5158.813892, 74.276, -108.0469
5159.180103, 74.275, -109.2949
5159.546314, 74.273, -110.5430
5159.912525, 74.271, -111.7910
5160.278736, 74.270, -113.0391
5160.644947, 74.268, -114.2891
5161.011158, 74.266, -115.5371
5161.377369, 74.265, -116.7852
5161.743580, 74.263, -118.0332
5162.109791, 74.261, -119.2812
5162.476002, 74.260, -120.5293
5162.842213, 74.258, -121.7773
5163.208424, 74.256, -123.0273
5163.574635, 74.255, -124.2754
5163.940846, 74.253, -125.5234
5164.307057, 74.251, -126.7715
5164.673268, 74.250, -128.0195
5165.039479, 74.248, -129.2676
5165.405690, 74.247, -130.5156
5165.771901, 74.245, -131.7637
5166.138112, 74.243, -133.0137
5166.504323, 74.242, -134.2617
5166.870534, 74.240, -135.5098
5167.236745, 74.238, -136.7578
5167.602956, 74.237, -138.0059
5167.969166, 74.235, -139.2539
5168.335377, 74.234, -140.5020
5168.701588, 74.232, -141.7520
5169.067799, 74.230, -143.0000
5169.434010, 74.229, -144.2480
5169.800221, 74.227, -145.4961
5170.166432, 74.226, -146.7441
5170.532643, 74.224, -147.9922
5170.898854, 74.222, -149.2422
5171.265065, 74.221, -150.4902
5171.631276, 74.219, -151.7383
5171.997487, 74.218, -152.9863
5172.363698, 74.216, -154.2344
5172.729909, 74.215, -155.4844
5173.096120, 74.213, -156.7324
5173.462331, 74.211, -157.9785
5173.828542, 74.210, -159.2266
5174.194753, 74.208, -160.4766
5174.560964, 74.207, -161.7246
5174.927175, 74.205, -162.9727
5175.293386, 74.204, -164.2207
5175.659597, 74.202, -165.4707
5176.025808, 74.200, -166.7188
5176.392019, 74.199, -167.9668
5176.758230, 74.197, -169.2168
5177.124441, 74.196, -170.4648
5177.490652, 74.194, -171.7129
5177.856863, 74.193, -172.9629
5178.223074, 74.191, -174.2109
5178.589285, 74.190, -175.4609
5178.955496, 74.188, -176.7090
5179.321706, 74.186, -177.9590
5179.687917, 74.185, -179.2070
5180.054128, 74.183, 179.5430
5180.420339, 74.182, 178.2949
5180.786550, 74.180, 177.0449
5181.152761, 74.179, 175.7969
5181.518972, 74.177, 174.5469
5181.885183, 74.176, 173.2988
5182.251394, 74.174, 172.0488
5182.617605, 74.173, 170.7988
5182.983816, 74.171, 169.5508
5183.350027, 74.170, 168.3008
5183.716238, 74.168, 167.0508
5184.082449, 74.167, 165.8008
5184.448660, 74.165, 164.5527
5184.814871, 74.164, 163.3027
5185.181082, 74.162, 162.0527
